lead_id,nome_ficticio,municipio,canal_captacao,curso_interesse,faixa_etaria,turno_preferencia,dia_semana_contato,dias_sem_contato,n_tentativas,respondeu_contato,renda_estimada,converteu
1131,Eduardo Nascimento,da Paz do Oeste,Evento Presencial,Inglês Adulto,25-34,Tarde,Terça-feira,7,0,1,3921.2,1
1132,Dr. Benício das Neves,Leão,Google Ads,Inglês Básico,45-54,Noite,Quinta-feira,5,3,0,3414.71,0
1133,Sra. Isabella Araújo,Cirino das Flores,Indicação,Inglês Adulto,25-34,Noite,Segunda-feira,11,0,0,1739.56,0
1134,Caio Lopes,Oliveira de Goiás,Facebook Ads,Espanhol,25-34,Manhã,Quinta-feira,3,4,1,3621.98,0
1135,Rafael Pimenta,Almeida,Evento Presencial,Inglês Adulto,45-54,Tarde,Terça-feira,10,1,0,1235.53,0
1136,Ana Laura das Neves,Borges,Instagram,Inglês Intermediário,35-44,Manhã,Sexta-feira,6,4,0,2541.76,0
1137,Emanuella Campos,Costa de da Luz,Google Ads,Inglês Intermediário,35-44,Manhã,Sexta-feira,6,3,1,2567.82,1
1138,Davi Miguel Sampaio,Aragão,Google Ads,Inglês Básico,18-24,Noite,Segunda-feira,6,2,1,4098.46,0
1139,Enrico Monteiro,Pinto das Pedras,Indicação,Inglês Básico,18-24,Tarde,Quarta-feira,9,1,0,9842.21,0
1140,Dr. Enzo Freitas,Cassiano de Minas,Facebook Ads,Inglês Básico,35-44,Noite,Sexta-feira,9,1,0,4793.75,0
1141,João Felipe Siqueira,Cavalcante Verde,Instagram,Francês,25-34,Noite,Segunda-feira,7,1,0,7763.12,0
1142,Arthur Farias,Albuquerque,Tráfego Orgânico,Inglês Básico,25-34,Manhã,Quinta-feira,3,0,1,4990.97,1
1143,Júlia Moura,Vargas dos Dourados,Tráfego Orgânico,Inglês Teens,35-44,Noite,Quinta-feira,6,0,0,6498.31,0
1144,João Silva,Campos de Câmara,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Quarta-feira,8,0,0,9719.97,0
1145,Ana Vitória Monteiro,Correia,Google Ads,Inglês Básico,18-24,Tarde,Sábado,7,5,0,2340.24,0
1146,Sophia Fonseca,da Paz do Amparo,Instagram,Inglês Intermediário,18-24,Noite,Quinta-feira,5,5,1,,0
1147,Theo Nunes,Cardoso das Pedras,Facebook Ads,Inglês Intermediário,25-34,Manhã,Quinta-feira,8,1,0,5056.17,0
1148,Léo Castro,Peixoto,Tráfego Orgânico,Inglês Teens,35-44,Noite,Segunda-feira,9,1,0,3492.93,0
1149,Cauã Oliveira,da Paz,Google Ads,Francês,45-54,Noite,Segunda-feira,3,1,0,3950.96,0
1150,Bruna da Conceição,Leão,Tráfego Orgânico,Espanhol,18-24,Tarde,Segunda-feira,11,3,1,3052.61,0
1151,Dra. Agatha Aparecida,Jesus,Indicação,Inglês Básico,18-24,Noite,Sábado,7,3,0,2521.42,0
1152,Joaquim Aparecida,Alves,Tráfego Orgânico,Inglês Teens,25-34,Manhã,Sábado,7,0,1,8535.07,0
1153,Maria Clara Gomes,da Luz de Goiás,Indicação,Inglês Básico,25-34,Noite,Sexta-feira,8,4,0,1911.41,0
1154,Felipe Andrade,da Cruz de Freitas,Instagram,Espanhol,25-34,Manhã,Terça-feira,14,5,0,,0
1155,Mariah Câmara,Barros de Albuquerque,Google Ads,Inglês Adulto,45-54,Manhã,Quinta-feira,12,6,0,4669.67,0
1156,Sr. Oliver Silveira,Carvalho de Duarte,Indicação,Inglês Intermediário,25-34,Tarde,Sexta-feira,10,1,0,1468.59,0
1157,Dr. Breno Oliveira,Rodrigues do Oeste,Indicação,Inglês Básico,25-34,Noite,Quinta-feira,7,1,0,,0
1158,Sr. Theodoro Rocha,Santos das Pedras,Indicação,Inglês Básico,55+,Manhã,Segunda-feira,9,2,1,2430.95,0
1159,Felipe Câmara,Barbosa do Campo,Google Ads,Inglês Básico,18-24,Noite,Sábado,8,1,0,4774.48,0
1160,Ana Clara Guerra,Aragão,Tráfego Orgânico,Espanhol,55+,Manhã,Segunda-feira,4,4,1,,0
1161,Ravi Lucca da Paz,da Costa do Amparo,Indicação,Inglês Teens,25-34,Tarde,Terça-feira,3,4,0,3339.06,0
1162,Luan Borges,Pereira do Norte,Facebook Ads,Francês,25-34,Tarde,Sábado,5,0,0,1569.97,0
1163,Mirella Albuquerque,da Cunha,Tráfego Orgânico,Inglês Básico,45-54,Manhã,Quarta-feira,7,0,0,12578.82,0
1164,Sr. João Vitor Nunes,da Rosa das Flores,Instagram,Inglês Adulto,25-34,Noite,Quarta-feira,11,2,0,3639.77,0
1165,Joaquim Martins,Cardoso da Prata,Indicação,Inglês Básico,25-34,Tarde,Quinta-feira,6,1,0,4605.33,0
1166,Dr. Gael Henrique Siqueira,Pacheco,Tráfego Orgânico,Inglês Adulto,25-34,Noite,Domingo,7,0,1,2599.76,0
1167,Isabelly Cassiano,da Luz,Tráfego Orgânico,Inglês Intermediário,,Noite,Segunda-feira,10,1,1,2444.44,0
1168,Nicolas Alves,Montenegro,Google Ads,Inglês Básico,35-44,Tarde,Sexta-feira,3,1,1,10021.57,0
1169,Vitor Hugo Ferreira,Fernandes de Martins,Tráfego Orgânico,Inglês Adulto,25-34,Noite,Terça-feira,10,1,1,1219.65,0
1170,Alexia Farias,Borges,Indicação,Inglês Básico,35-44,Noite,Segunda-feira,4,3,0,4079.68,1
1171,Marcos Vinicius Sousa,Santos do Galho,Instagram,Inglês Intermediário,35-44,Noite,Quarta-feira,6,2,0,1797.57,0
1172,Sra. Bella Costela,Casa Grande Paulista,Facebook Ads,Inglês Adulto,25-34,Tarde,Quinta-feira,6,2,0,2801.1,0
1173,Isabela Leão,Dias,Instagram,Inglês Básico,18-24,Noite,Terça-feira,7,2,1,,0
1174,Ana Liz Casa Grande,Cardoso,Tráfego Orgânico,Espanhol,25-34,Noite,Quarta-feira,3,4,0,2034.96,0
1175,Sra. Ayla Aparecida,da Mota de Souza,Google Ads,Inglês Adulto,18-24,Tarde,Quinta-feira,9,2,0,3568.89,0
1176,Vicente Jesus,Lopes da Mata,Tráfego Orgânico,Inglês Teens,18-24,Noite,Quinta-feira,11,2,1,852.44,1
1177,Sra. Natália Souza,Pimenta Paulista,Google Ads,Inglês Adulto,25-34,Tarde,Sexta-feira,7,4,0,,0
1178,Calebe Montenegro,Lopes da Serra,Instagram,Inglês Teens,18-24,Noite,Sábado,7,1,1,3330.44,0
1179,Matteo Barbosa,Sousa do Amparo,Instagram,Inglês Teens,25-34,Noite,Quarta-feira,9,1,0,,0
1180,Ana Liz Lopes,Novais,Instagram,Espanhol,35-44,Noite,Quarta-feira,10,1,1,8044.86,0
1181,Caroline da Costa,Aragão de Correia,Tráfego Orgânico,Inglês Adulto,25-34,Noite,Quarta-feira,11,0,1,2523.91,1
1182,José Pedro Dias,Aragão,Indicação,Inglês Básico,,Noite,Quinta-feira,6,2,1,3071.44,1
1183,Lunna Dias,Cirino,Indicação,Inglês Básico,45-54,Noite,Segunda-feira,11,0,0,2527.02,0
1184,Júlia da Conceição,Melo,Instagram,Inglês Adulto,35-44,Manhã,Terça-feira,4,3,0,,0
1185,Guilherme Carvalho,Castro dos Dourados,Instagram,Inglês Básico,55+,Tarde,Terça-feira,5,0,0,7186.77,0
1186,Bianca Cassiano,Camargo do Amparo,Tráfego Orgânico,Inglês Básico,45-54,Tarde,Quarta-feira,11,2,0,13638.84,0
1187,Enzo Machado,Macedo,Instagram,Inglês Básico,,Manhã,Domingo,3,0,0,5274.4,0
1188,Luara Jesus,Santos da Prata,Evento Presencial,Inglês Adulto,35-44,Noite,Quinta-feira,5,1,0,,0
1189,Vitor Gabriel Fogaça,Marques de Monteiro,Indicação,Inglês Básico,18-24,Noite,Quarta-feira,5,1,0,8996.16,0
1190,Rael das Neves,Silveira,Facebook Ads,Inglês Adulto,35-44,Tarde,Quinta-feira,6,7,0,4013.41,0
1191,Julia Campos,Campos,Google Ads,Inglês Teens,25-34,Tarde,Quinta-feira,12,4,1,8301.21,0
1192,Emanuel Rodrigues,Borges do Oeste,Instagram,Inglês Teens,18-24,Noite,Quarta-feira,8,1,0,5411.81,0
1193,Asafe Cunha,Cirino da Serra,Tráfego Orgânico,Inglês Intermediário,25-34,,Quarta-feira,0,3,0,3788.45,0
1194,Sr. Caleb Silva,Nunes Verde,Evento Presencial,Inglês Adulto,55+,Noite,Sexta-feira,5,6,0,4243.76,0
1195,Luiz Henrique Gonçalves,Pacheco,Tráfego Orgânico,Inglês Adulto,25-34,Noite,Segunda-feira,6,1,0,1285.29,0
1196,Ana Julia Rocha,Moura,Instagram,Inglês Intermediário,,Tarde,Quinta-feira,7,1,1,4110.02,1
1197,José Pedro Cavalcanti,Leão,Instagram,Inglês Adulto,18-24,Manhã,Quinta-feira,9,0,0,1497.36,0
1198,Nathan Machado,da Cruz,Facebook Ads,Inglês Básico,25-34,Tarde,Sexta-feira,10,2,1,1431.7,0
1199,Isadora Brito,Rocha de Brito,Instagram,Francês,45-54,Manhã,Domingo,5,3,1,3891.7,0
1200,Bella Vieira,Alves da Mata,Facebook Ads,Inglês Básico,35-44,Tarde,Sexta-feira,4,2,1,1896.52,0
1201,Davi Albuquerque,Gonçalves,Google Ads,Inglês Teens,25-34,Manhã,Quarta-feira,7,5,1,,0
1202,Henry Cardoso,Pastor do Campo,Google Ads,Inglês Adulto,25-34,Manhã,Segunda-feira,8,4,1,3776.89,0
1203,Murilo Freitas,Cassiano do Sul,Tráfego Orgânico,Inglês Básico,18-24,Tarde,Quinta-feira,6,2,0,3870.72,0
1204,Antonella Pacheco,Marques,Facebook Ads,Inglês Teens,25-34,Manhã,Sábado,8,2,0,2128.67,0
1205,Joana Barbosa,Marques de Pires,Indicação,Inglês Básico,45-54,Noite,Domingo,8,1,1,5737.58,1
1206,Benício Costa,Peixoto do Sul,Indicação,Inglês Teens,35-44,Manhã,Sexta-feira,6,1,1,3332.37,0
1207,Melina Cardoso,Aparecida dos Dourados,Facebook Ads,Inglês Adulto,,Noite,Terça-feira,5,3,0,4460.92,0
1208,Lucas Campos,Siqueira Verde,Google Ads,Inglês Básico,35-44,Manhã,Sexta-feira,6,0,0,1812.53,0
1209,Ravi Aragão,Cunha,Instagram,Inglês Básico,25-34,Manhã,Sábado,7,2,0,3173.02,0
1210,Pedro Silveira,Ramos,Google Ads,Inglês Teens,35-44,Manhã,Sexta-feira,9,1,0,6399.85,0
1211,Sara Alves,Duarte do Norte,Tráfego Orgânico,Inglês Básico,25-34,Noite,Sexta-feira,3,5,0,5967.69,0
1212,Mariane Cavalcanti,Novaes,Tráfego Orgânico,Espanhol,35-44,Tarde,Quarta-feira,5,2,0,,0
1213,Sr. Francisco da Mota,Borges das Flores,Google Ads,Inglês Teens,25-34,Tarde,Quinta-feira,6,3,0,2592.72,0
1214,Pietro Cassiano,Cavalcanti de Goiás,Instagram,Inglês Adulto,55+,Manhã,Terça-feira,7,1,1,,0
1215,Joaquim Ramos,Borges do Sul,Instagram,Inglês Básico,25-34,,Segunda-feira,3,2,1,2439.36,0
1216,Theo Jesus,Castro,Google Ads,Inglês Teens,,Manhã,Sexta-feira,7,1,1,1621.38,0
1217,Pietra Araújo,Vasconcelos das Flores,Instagram,Espanhol,25-34,Tarde,Domingo,10,0,0,3243.87,0
1218,João Lucas Gomes,Ramos Grande,Google Ads,Inglês Básico,25-34,Noite,Sábado,6,0,0,4957.93,0
1219,Otto Costa,da Rosa,Facebook Ads,Inglês Intermediário,25-34,Manhã,Terça-feira,5,0,0,2272.73,0
1220,Valentina da Cruz,Lopes de Sousa,Indicação,Inglês Básico,35-44,Tarde,Segunda-feira,4,0,1,,0
1221,Ísis Vieira,Rodrigues Grande,Indicação,Inglês Intermediário,35-44,Noite,Terça-feira,4,3,1,3100.27,1
1222,Mateus Viana,Rios do Campo,Instagram,Inglês Teens,25-34,Tarde,Sábado,7,1,1,6253.11,0
1223,Sra. Pietra Nogueira,Moraes do Oeste,Tráfego Orgânico,Inglês Intermediário,35-44,Manhã,Quinta-feira,6,1,1,2500.24,1
1224,Manuella Nunes,Machado de Gomes,Facebook Ads,Inglês Adulto,35-44,Tarde,Domingo,5,3,1,2550.77,0
1225,Luna Gomes,da Mata de Nunes,Instagram,Inglês Intermediário,,Manhã,Quarta-feira,6,5,1,2197.79,0
1226,Fernando Alves,Borges das Pedras,Tráfego Orgânico,Inglês Básico,25-34,Noite,Quinta-feira,6,0,1,1872.23,0
1227,Sr. Arthur Vasconcelos,Pimenta da Serra,Google Ads,Inglês Básico,18-24,,Sexta-feira,4,3,1,4682.42,0
1228,Benjamin Melo,Pires das Pedras,Google Ads,Espanhol,25-34,Noite,Terça-feira,10,3,0,3249.34,1
1229,Maria Alice Vargas,Aparecida,Evento Presencial,Inglês Adulto,35-44,Manhã,Domingo,10,2,0,3607.12,0
1230,Isabel Castro,Martins de Goiás,Indicação,Inglês Intermediário,,Noite,Quinta-feira,1,3,0,7055.56,1
1231,Josué Ribeiro,Monteiro,Instagram,Inglês Teens,,Noite,Segunda-feira,6,1,0,7282.01,0
1232,João Felipe Nascimento,da Rocha,Google Ads,Inglês Básico,,,Segunda-feira,7,2,1,1415.29,0
1233,Srta. Hellena Oliveira,Lopes de Barros,Instagram,Inglês Básico,35-44,Noite,Sábado,7,3,0,4998.17,0
1234,Maria Cavalcanti,da Rosa de Cassiano,Facebook Ads,Inglês Básico,35-44,Noite,Quinta-feira,7,1,0,3962.47,0
1235,Isaac Pastor,Rodrigues,Instagram,Francês,25-34,,Sexta-feira,3,0,1,2715.26,0
1236,Dr. Arthur Santos,da Cruz do Galho,Indicação,Inglês Teens,,Tarde,Sexta-feira,7,1,0,4191.21,0
1237,Sra. Cecília Nunes,da Rocha Verde,Instagram,Inglês Adulto,,Manhã,Quarta-feira,5,1,1,1354.26,0
1238,Thales Nogueira,Novaes,Google Ads,Inglês Básico,18-24,Noite,Sexta-feira,9,1,0,7824.16,0
1239,Erick Mendonça,Aparecida,Instagram,Inglês Básico,18-24,Noite,Domingo,9,3,0,4645.89,0
1240,Caleb Araújo,Moraes,Indicação,Inglês Adulto,18-24,Tarde,Terça-feira,10,0,0,2174.73,0
1241,Henry Almeida,Jesus do Campo,Tráfego Orgânico,Inglês Intermediário,45-54,Manhã,Sexta-feira,3,2,0,2536.51,0
1242,Pietra Abreu,Ribeiro de Silveira,Instagram,Espanhol,25-34,Noite,Terça-feira,4,4,0,,0
1243,Sr. Davi Lucca Fernandes,Fogaça Paulista,Instagram,Inglês Teens,25-34,Manhã,Terça-feira,11,3,0,2944.93,0
1244,Srta. Luna Araújo,Vargas,Indicação,Inglês Intermediário,25-34,Tarde,Quarta-feira,10,2,0,2683.87,0
1245,Diogo Pastor,Camargo,Instagram,Inglês Teens,25-34,Noite,Sábado,11,1,0,1688.69,0
1246,Srta. Brenda Moura,Cavalcanti de Viana,Instagram,Francês,25-34,Manhã,Segunda-feira,4,3,1,,0
1247,Sr. Marcelo Santos,Gonçalves,Facebook Ads,Inglês Intermediário,18-24,Manhã,Quarta-feira,11,0,0,7063.93,0
1248,Maria Laura Pastor,Barros,Instagram,Inglês Adulto,35-44,Manhã,Sexta-feira,8,4,0,3447.73,0
1249,Lucca da Rosa,Santos da Mata,Tráfego Orgânico,Espanhol,18-24,Noite,Segunda-feira,8,2,0,2958.43,0
1250,Sr. Emanuel Siqueira,Pastor dos Dourados,Evento Presencial,Inglês Básico,35-44,Tarde,Sexta-feira,6,3,1,4446.0,1
1251,Raquel Rezende,Pinto de da Luz,Indicação,Espanhol,,Noite,Domingo,3,3,1,3462.4,1
1252,Sr. Luiz Henrique Câmara,Cirino do Oeste,Indicação,Inglês Básico,35-44,Noite,Segunda-feira,7,3,1,1930.09,1
1253,Emanuella Garcia,Barros,Indicação,Inglês Adulto,45-54,Noite,Segunda-feira,9,1,1,2444.38,1
1254,Juan Cardoso,Rocha do Campo,Facebook Ads,Inglês Teens,,Tarde,Domingo,5,3,0,,0
1255,Alexandre Sampaio,Nascimento do Sul,Indicação,Inglês Adulto,18-24,Tarde,Terça-feira,6,4,1,4011.9,0
1256,Maria Júlia Vargas,Gonçalves,Tráfego Orgânico,Inglês Intermediário,55+,Tarde,Segunda-feira,4,0,0,3518.02,0
1257,Ana Beatriz Cirino,Albuquerque,Tráfego Orgânico,Inglês Adulto,25-34,Noite,Domingo,5,1,1,3929.32,1
1258,Luiza Pimenta,Rezende,Tráfego Orgânico,Inglês Básico,35-44,Noite,Sábado,7,2,0,1513.02,0
1259,Cauã Monteiro,Marques de Sales,Google Ads,Inglês Básico,18-24,Noite,Quinta-feira,6,1,0,,0
1260,Lucas Souza,Ribeiro do Amparo,Evento Presencial,Inglês Básico,25-34,Tarde,Quinta-feira,7,4,1,3506.58,0
1261,Isaac Ferreira,Pinto da Praia,Indicação,Inglês Adulto,25-34,Tarde,Sábado,3,7,1,14249.94,0
1262,Sr. Caio Santos,da Rosa de Minas,Google Ads,Inglês Intermediário,45-54,Noite,Quinta-feira,7,2,1,2827.98,1
1263,Lívia Machado,Carvalho,Instagram,Inglês Básico,25-34,Manhã,Quinta-feira,8,0,0,,0
1264,João Costela,Correia,Evento Presencial,Espanhol,35-44,Noite,Sábado,7,5,0,16590.55,0
1265,Bernardo Ferreira,Almeida,Google Ads,Inglês Intermediário,35-44,Tarde,Quinta-feira,9,2,0,3894.3,0
1266,Cauê Silveira,Alves,Tráfego Orgânico,Inglês Intermediário,18-24,,Quarta-feira,7,1,0,3372.2,0
1267,Benicio Gomes,Mendes,Instagram,Inglês Intermediário,25-34,Noite,Quarta-feira,10,4,0,2033.9,0
1268,Mariah Cavalcante,Rezende,Evento Presencial,Inglês Básico,25-34,Tarde,Quarta-feira,6,4,0,8111.72,1
1269,Sabrina Garcia,Lopes,Google Ads,Inglês Teens,25-34,Manhã,Quinta-feira,8,2,1,1850.13,0
1270,Dr. Carlos Eduardo Mendes,Borges,Google Ads,Inglês Intermediário,35-44,Noite,Quarta-feira,2,1,0,,0
1271,Heloisa Castro,Vargas dos Dourados,Evento Presencial,Inglês Básico,,Tarde,Quarta-feira,4,0,1,2697.45,1
1272,Ana Sophia Andrade,Melo,Instagram,Francês,25-34,Tarde,Sexta-feira,6,2,1,3153.86,0
1273,Antônio Dias,Almeida do Campo,Instagram,Inglês Teens,35-44,Tarde,Quarta-feira,10,0,0,1599.35,0
1274,Cauã Barbosa,Cassiano,Google Ads,Inglês Teens,35-44,Tarde,Segunda-feira,5,3,0,7326.39,0
1275,Sr. Marcos Vinicius Castro,Mendonça de Melo,Indicação,Espanhol,25-34,Noite,Terça-feira,12,1,0,3004.09,1
1276,Srta. Ayla Fernandes,Machado,Instagram,Espanhol,35-44,Manhã,Terça-feira,3,1,0,1794.03,0
1277,Rafaela Santos,Costa,Instagram,Inglês Intermediário,25-34,Tarde,Sexta-feira,12,1,1,6970.89,0
1278,Pedro Rezende,Nunes das Flores,Indicação,Inglês Adulto,35-44,Noite,Quarta-feira,6,2,0,,1
1279,Pedro Henrique Castro,Farias,Tráfego Orgânico,Inglês Adulto,25-34,Manhã,Terça-feira,7,4,0,4207.2,0
1280,Carlos Eduardo Farias,Caldeira,Google Ads,Inglês Básico,25-34,Tarde,Sexta-feira,11,3,1,5559.69,0
1281,Gabriel Jesus,Leão do Amparo,Instagram,Inglês Básico,18-24,,Segunda-feira,5,1,1,4542.52,0
1282,Dra. Ágatha da Luz,Andrade do Amparo,Google Ads,Inglês Básico,35-44,Noite,Terça-feira,4,3,1,1045.62,0
1283,Larissa da Rosa,Mendonça do Galho,Google Ads,Inglês Adulto,35-44,Noite,Sexta-feira,4,5,0,5130.53,0
1284,Calebe Aragão,da Conceição de Silva,Facebook Ads,Inglês Teens,25-34,Noite,Quinta-feira,10,0,1,3311.58,1
1285,Rebeca Cassiano,Moura,Evento Presencial,Inglês Teens,45-54,Manhã,Sexta-feira,3,3,0,2920.62,1
1286,Luiz Miguel Abreu,Lima,Evento Presencial,Inglês Intermediário,,Tarde,Sábado,4,0,0,3296.2,0
1287,Aurora da Rocha,Novaes de Minas,Instagram,Inglês Básico,18-24,Noite,Domingo,11,1,1,1443.75,0
1288,Pietra Costa,Ramos das Pedras,Instagram,Inglês Intermediário,,Noite,Segunda-feira,5,2,1,3890.19,0
1289,Apollo Costela,Camargo de Monteiro,Google Ads,Inglês Adulto,25-34,Noite,Sexta-feira,8,4,0,1652.6,0
1290,João Vitor Barros,Machado das Pedras,Google Ads,Espanhol,55+,,Sexta-feira,6,4,0,2990.83,1
1291,Bruna das Neves,Castro,Google Ads,Espanhol,25-34,Tarde,Terça-feira,8,1,0,3814.11,0
1292,Olivia Mendonça,Silveira do Oeste,Facebook Ads,Espanhol,25-34,Manhã,Domingo,8,3,1,6318.51,0
1293,Julia Borges,Ferreira de Macedo,Google Ads,Espanhol,25-34,Noite,Quarta-feira,8,3,1,2229.94,0
1294,Ísis Gomes,Montenegro,Instagram,Francês,25-34,Noite,Sábado,5,2,0,7776.73,0
1295,Léo Garcia,Pastor,Instagram,Inglês Intermediário,35-44,Tarde,Quinta-feira,4,0,0,5891.63,0
1296,Sr. Pietro Aparecida,Pereira dos Dourados,Instagram,Inglês Básico,25-34,Tarde,Quinta-feira,10,1,1,2763.75,0
1297,Pedro Lucas Martins,da Rocha,Indicação,Inglês Básico,25-34,Tarde,Segunda-feira,5,1,1,1902.09,1
1298,Henry Gabriel da Mata,Leão da Praia,Instagram,Inglês Intermediário,25-34,Manhã,Sábado,11,1,0,1581.96,0
1299,Ana Liz Cassiano,Castro de Pinto,Facebook Ads,Inglês Básico,45-54,Noite,Quinta-feira,7,0,0,4064.24,0
1300,Dra. Aylla Barros,da Paz,Instagram,Inglês Básico,35-44,Noite,Segunda-feira,5,1,1,2333.24,0
1301,Manuella Nogueira,Rios,Instagram,Francês,25-34,Manhã,Segunda-feira,9,2,0,6769.38,0
1302,Heloísa Novaes,Cardoso de Cavalcanti,Google Ads,Inglês Básico,25-34,Noite,Sexta-feira,7,2,1,2408.55,0
1303,Mathias Moreira,Castro,Tráfego Orgânico,Francês,18-24,Noite,Segunda-feira,10,0,0,2132.71,0
1304,Zoe Rodrigues,Brito de Vieira,Instagram,Inglês Teens,45-54,Manhã,Quinta-feira,4,0,0,3979.9,0
1305,Isabela Melo,Monteiro da Mata,Tráfego Orgânico,Inglês Adulto,35-44,Tarde,Sexta-feira,3,3,1,2399.92,0
1306,Bruno Gonçalves,Costela,Evento Presencial,Inglês Adulto,35-44,Tarde,Terça-feira,8,3,1,3516.5,1
1307,Srta. Sarah Oliveira,Almeida,Google Ads,Inglês Intermediário,45-54,Manhã,Quinta-feira,10,1,0,6019.82,0
1308,Clara Campos,da Luz da Praia,Facebook Ads,Inglês Adulto,,Tarde,Terça-feira,7,0,0,3733.1,0
1309,Emanuella Cavalcante,Cavalcanti,Indicação,Inglês Básico,35-44,Noite,Domingo,4,2,1,3740.78,1
1310,Gael Cardoso,Azevedo,Evento Presencial,Espanhol,25-34,,Sábado,7,3,0,3918.05,0
1311,Otávio Barros,Lopes do Campo,Instagram,Inglês Intermediário,18-24,Manhã,Terça-feira,7,1,0,1379.28,0
1312,Maya Costa,Campos,Evento Presencial,Inglês Básico,,Noite,Quinta-feira,11,3,0,4341.73,1
1313,Clara Peixoto,Mendonça,Google Ads,Inglês Teens,25-34,Tarde,Quarta-feira,8,2,1,3821.81,0
1314,Liam Siqueira,Fernandes da Praia,Indicação,Inglês Adulto,55+,Noite,Domingo,1,4,1,5719.36,1
1315,Caio Gomes,Vargas,Indicação,Inglês Intermediário,25-34,Noite,Quarta-feira,10,0,0,,1
1316,Maria Laura Novaes,Cassiano do Galho,Facebook Ads,Inglês Adulto,,Noite,Quinta-feira,9,2,1,,0
1317,Dr. Vicente Marques,Santos,Google Ads,Inglês Básico,35-44,Noite,Sábado,11,2,0,6175.43,0
1318,Vicente Viana,Macedo,Indicação,Inglês Adulto,,Noite,Segunda-feira,4,2,0,2979.68,0
1319,Brenda Leão,Sá de Camargo,Facebook Ads,Inglês Básico,45-54,Noite,Quinta-feira,8,3,1,,0
1320,Diogo Nunes,Viana,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Segunda-feira,7,0,0,2949.49,0
1321,Beatriz Caldeira,Novais,Google Ads,Inglês Básico,25-34,Tarde,Quinta-feira,9,0,1,,0
1322,Beatriz Viana,Montenegro,Google Ads,Inglês Intermediário,18-24,Tarde,Quarta-feira,7,5,0,2845.37,0
1323,Vitor Gabriel Ferreira,Cavalcante,Indicação,Inglês Intermediário,25-34,Tarde,Domingo,16,1,0,8661.75,0
1324,Julia Gomes,Costela,Tráfego Orgânico,Inglês Intermediário,45-54,Manhã,Quarta-feira,4,2,1,10615.47,0
1325,Raquel Oliveira,Castro da Mata,Instagram,Inglês Básico,,Tarde,Segunda-feira,10,1,0,5660.03,0
1326,Olívia Andrade,Teixeira de Montenegro,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Sábado,5,1,0,8170.06,1
1327,João Guilherme Guerra,Siqueira de Brito,Instagram,Inglês Adulto,25-34,Manhã,Sexta-feira,6,2,0,1501.1,0
1328,Murilo Andrade,Ramos,Google Ads,Inglês Básico,25-34,Tarde,Sexta-feira,5,3,0,1601.6,0
1329,Luísa Sales,Farias Grande,Instagram,Inglês Adulto,35-44,Noite,Sexta-feira,2,1,0,2932.64,0
1330,Benicio Souza,Costa,Instagram,Espanhol,25-34,Noite,Terça-feira,5,0,1,3580.28,0
1331,Juliana Freitas,Leão de Vargas,Tráfego Orgânico,Inglês Intermediário,35-44,Noite,Quinta-feira,2,0,0,3138.51,1
1332,Lucca Vieira,da Cruz,Google Ads,Espanhol,35-44,Tarde,Segunda-feira,7,1,1,1418.48,0
1333,Leonardo da Mota,Fernandes de da Paz,Google Ads,Inglês Básico,35-44,Noite,Terça-feira,12,5,0,6593.86,0
1334,Beatriz da Conceição,Barros,Evento Presencial,Inglês Básico,25-34,Noite,Domingo,5,2,0,11445.22,0
1335,Kaique Souza,Freitas das Pedras,Evento Presencial,Inglês Teens,35-44,,Sexta-feira,7,1,0,7080.23,0
1336,Luna da Mata,Pires de Goiás,Tráfego Orgânico,Inglês Teens,18-24,Noite,Terça-feira,10,1,1,6358.55,1
1337,Sra. Aurora Correia,Sá,Instagram,Inglês Teens,25-34,Manhã,Segunda-feira,7,3,1,3963.51,0
1338,Hadassa Jesus,Viana de Goiás,Google Ads,Inglês Básico,35-44,Noite,Domingo,6,2,1,,0
1339,Sra. Stella Freitas,Lima,Tráfego Orgânico,Inglês Teens,35-44,,Segunda-feira,9,2,0,3642.44,1
1340,Théo Vieira,Jesus dos Dourados,Instagram,Inglês Intermediário,18-24,Tarde,Terça-feira,12,3,1,11143.28,0
1341,Benício das Neves,Alves dos Dourados,Indicação,Inglês Intermediário,,Noite,Terça-feira,11,1,1,2883.97,0
1342,Dra. Maria Luiza Carvalho,Vargas,Tráfego Orgânico,Inglês Básico,18-24,,Segunda-feira,7,3,1,2725.19,0
1343,Ana Cavalcanti,Silva,Google Ads,Francês,35-44,Manhã,Terça-feira,11,1,0,6435.18,0
1344,Guilherme Araújo,Barros,Google Ads,Inglês Básico,55+,Manhã,Domingo,9,0,1,6674.47,0
1345,Arthur Gabriel Marques,Dias das Flores,Evento Presencial,Inglês Teens,,Manhã,Quarta-feira,10,0,0,2195.52,1
1346,Luiz Miguel Santos,Lopes,Facebook Ads,Inglês Adulto,45-54,Manhã,Quarta-feira,13,2,1,3031.16,0
1347,João Guilherme Freitas,Gonçalves,Google Ads,Inglês Teens,35-44,Noite,Sexta-feira,7,2,0,2655.72,1
1348,Sofia Gonçalves,Ribeiro,Instagram,Inglês Teens,35-44,Tarde,Quinta-feira,4,2,1,,1
